,Unnamed: 0,verbs,bigram_all_cases,preposition_data,bigrams_all_cases_CAT,preposition data,bigrams_all_cases_CAT_negation
1822,1822,внушить,"{'gen': 0, 'dat': 16, 'acc': 5, 'ins': 0, 'loc': 0}",{'что': 2},"{'gen': 9, 'acc': 4, 'ins': 1, 'dat': 12}",{'к': 1},"{'gen': 3, 'acc': 4, 'ins': 1, 'dat': 12}"
1823,1823,пойти,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}","{'в': 56, 'на': 55, 'к': 16, 'по': 12, 'с': 8, 'со': 5, 'за': 5, 'навстречу': 6, 'домой': 4, 'вместе': 3, 'насмарку': 2, 'вниз': 2}","{'gen': 0, 'acc': 21, 'ins': 15, 'dat': 5}","{'по': 87, 'на': 184, 'в': 94, 'о': 45, 'против': 3, 'с': 8, 'из': 2, 'к': 27, 'за': 15, 'через': 2, 'от': 4, 'во': 1, 'из-за': 1, 'для': 1, 'путем': 2, 'у': 2}","{'gen': 0, 'acc': 21, 'ins': 15, 'dat': 5}"
1824,1824,возникать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 132, 'acc': 319, 'ins': 23, 'dat': 7}","{'из-за': 30, 'в': 595, 'вследствие': 41, 'при': 175, 'для': 3, 'у': 74, 'на': 94, 'относительно': 2, 'до': 3, 'вне': 4, 'помимо': 1, 'между': 50, 'среди': 5, 'по': 33, 'от': 4, 'перед': 5, 'без': 1, 'благодаря': 13, 'из': 96, 'с': 32, 'через': 5, 'после': 14, 'за': 9, 'под': 14, 'о': 1, 'ввиду': 1, 'согласно': 1, 'посредством': 3, 'изза': 1, 'к': 1, 'во': 3, 'прежде': 2, 'из‑за': 2, 'вокруг': 5, 'подобно': 1}","{'gen': 96, 'acc': 319, 'ins': 23, 'dat': 7}"
1825,1825,деконструировать,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 12, 'ins': 1, 'dat': 0}","{'в': 1, 'до': 1, 'через': 1}","{'gen': 0, 'acc': 12, 'ins': 1, 'dat': 0}"
1826,1826,переписывать,"{'gen': 2, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'набело': 2, 'гадких': 1, 'записок': 1, 'историю': 1, 'завтра': 1, 'опять': 1, 'у': 1, 'на': 1, 'не': 1}","{'gen': 1, 'acc': 6, 'ins': 1, 'dat': 0}","{'на': 1, 'в': 3, 'по': 2, 'из': 1}","{'gen': 1, 'acc': 6, 'ins': 1, 'dat': 0}"
1827,1827,отдалять,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 1, 'acc': 16, 'ins': 0, 'dat': 0}",{},"{'gen': 1, 'acc': 16, 'ins': 0, 'dat': 0}"
1828,1828,лексти,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 2, 'acc': 2, 'ins': 0, 'dat': 1}","{'в': 1, 'к': 1, 'из': 1, 'с': 2}","{'gen': 2, 'acc': 2, 'ins': 0, 'dat': 1}"
1829,1829,возобновляться,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 0}","{'с': 2, 'в': 1, 'на': 1}","{'gen': 0, 'acc': 3, 'ins': 0, 'dat': 0}"
1830,1830,живти,"{'gen': 0, 'dat': 0, 'acc': 0, 'ins': 0, 'loc': 0}",,"{'gen': 0, 'acc': 1, 'ins': 1, 'dat': 0}","{'в': 4, 'под': 1, 'по': 1, 'с': 1}","{'gen': 0, 'acc': 1, 'ins': 1, 'dat': 0}"
1831,1831,терпеть,"{'gen': 2, 'dat': 1, 'acc': 5, 'ins': 0, 'loc': 0}","{'не': 81, 'чтоб': 2, 'и': 2}","{'gen': 24, 'acc': 73, 'ins': 0, 'dat': 1}","{'в': 1, 'вокруг': 1, 'от': 14, 'за': 1, 'со': 1, 'по': 1, 'на': 1, 'к': 1, 'при': 2, 'ради': 4}","{'gen': 2, 'acc': 73, 'ins': 0, 'dat': 1}"
1832,1832,пробуждать,"{'gen': 0, 'dat': 0, 'acc': 1, 'ins': 0, 'loc': 0}","{'добрые': 1, 'в': 1}","{'gen': 0, 'acc': 15, 'ins': 1, 'dat': 1}","{'среди': 1, 'у': 1, 'в': 2}","{'gen': 0, 'acc': 15, 'ins': 1, 'dat': 1}"
